exam	pi	rewind	acc_legacy	acc	line_adv_sum	ssot_res	legacy_res
3-09'23 hwp	704	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	705	False	36.9	36.9	36.9	0.0	0.0
3-09'23 hwp	706	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwp	707	False	37.4	37.4	37.4	0.0	0.0
3-09'23 hwp	708	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	709	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	710	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwp	711	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	712	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	713	False	90.2	90.2	90.2	0.0	0.0
3-09'23 hwp	714	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	715	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	716	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	717	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	718	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	719	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	720	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	721	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	722	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	723	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwp	724	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	725	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	726	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	727	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	728	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	729	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	730	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	731	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	732	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	733	False	28.7	28.7	28.7	0.0	0.0
3-09'23 hwp	734	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	735	False	62.1	62.1	62.1	0.0	0.0
3-09'23 hwp	736	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	737	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwp	738	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	739	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	740	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwp	741	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	742	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	743	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	744	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	745	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	746	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	747	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	748	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	749	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	750	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	751	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	752	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	753	False	21.5	21.5	21.5	0.0	0.0
3-09'23 hwp	754	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	755	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwp	756	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	757	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	758	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	759	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	760	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	761	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	762	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	763	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	764	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	765	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	766	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	767	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	768	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	769	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	770	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	771	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	772	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	773	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	774	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	775	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	776	False	71.7	71.7	71.7	0.0	0.0
3-09'23 hwp	777	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	778	False	105.7	105.7	105.7	0.0	0.0
3-09'23 hwp	779	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	780	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	781	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	782	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	783	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	784	False	54.1	54.1	54.1	0.0	0.0
3-09'23 hwp	785	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	786	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	787	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	788	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	789	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	790	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwp	791	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	792	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	793	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	794	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	795	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	796	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	797	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	798	False	38.5	38.5	38.5	0.0	0.0
3-09'23 hwp	799	False	115.3	115.3	121.3	-6.0	-6.0
3-09'23 hwp	800	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	801	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	802	False	54.0	54.0	54.0	0.0	0.0
3-09'23 hwp	803	False	35.6	35.6	35.6	0.0	0.0
3-09'23 hwp	804	False	74.0	74.0	80.0	-6.0	-6.0
3-09'23 hwp	805	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	806	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	807	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	808	False	115.3	115.3	121.3	-6.0	-6.0
3-09'23 hwp	809	False	115.3	115.3	121.3	-6.0	-6.0
3-09'23 hwp	810	True	18.0	36.1	36.1	0.0	-18.1
3-09'23 hwp	811	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	812	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwp	813	False	68.8	68.8	68.8	0.0	0.0
3-09'23 hwp	814	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	815	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	816	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	817	False	64.8	64.8	64.8	0.0	0.0
3-09'23 hwp	818	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	819	False	51.0	51.0	51.0	0.0	0.0
3-09'23 hwp	820	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	821	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwp	822	False	38.0	38.0	38.0	0.0	0.0
3-09'23 hwp	823	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	824	False	40.9	40.9	40.9	0.0	0.0
3-09'23 hwp	825	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	826	False	38.5	38.5	38.5	0.0	0.0
3-09'23 hwp	827	False	131.0	131.0	137.0	-6.0	-6.0
3-09'23 hwp	828	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	829	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	830	False	49.2	49.2	49.2	0.0	0.0
3-09'23 hwp	831	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	832	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	833	False	47.4	47.4	47.4	0.0	0.0
3-09'23 hwp	834	False	61.2	61.2	67.3	-6.1	-6.1
3-09'23 hwp	835	False	215.7	215.7	215.7	0.0	0.0
3-09'23 hwp	836	False	39.1	39.1	42.1	-3.0	-3.0
3-09'23 hwp	837	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	838	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwp	839	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	840	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	841	False	49.9	49.9	49.9	0.0	0.0
3-09'23 hwp	842	False	162.2	162.2	162.2	0.0	0.0
3-09'23 hwp	843	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	844	False	281.0	281.0	287.0	-6.0	-6.0
3-09'23 hwp	845	True	42.0	83.9	83.9	0.0	-41.9
3-09'23 hwp	846	False	209.2	209.2	215.2	-6.0	-6.0
3-09'23 hwp	847	False	120.6	120.6	120.6	0.0	0.0
3-09'23 hwp	848	False	118.7	118.7	120.0	-1.3	-1.3
3-09'23 hwp	849	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	850	False	67.3	67.3	67.3	0.0	0.0
3-09'23 hwp	851	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	852	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	853	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	854	False	162.2	162.2	162.2	0.0	0.0
3-09'23 hwp	855	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	856	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	857	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	858	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	859	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	860	True	41.9	83.3	83.3	0.0	-41.4
3-09'23 hwp	861	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	862	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	863	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwp	864	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	865	False	85.1	85.1	86.4	-1.3	-1.3
3-09'23 hwp	866	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	867	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	868	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	869	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwp	870	False	37.6	37.6	37.6	0.0	0.0
3-09'23 hwp	871	False	37.6	37.6	37.6	0.0	0.0
3-09'23 hwp	872	False	165.1	165.1	171.1	-6.0	-6.0
3-09'23 hwp	873	False	102.9	102.9	108.9	-6.0	-6.0
3-09'23 hwp	874	False	183.1	183.1	189.1	-6.0	-6.0
3-09'23 hwp	875	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	876	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	877	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	878	False	208.9	208.9	208.9	0.0	0.0
3-09'23 hwp	879	False	40.9	40.9	40.9	0.0	0.0
3-09'23 hwp	880	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	881	False	21.8	21.8	21.8	0.0	0.0
3-09'23 hwp	882	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	883	False	67.3	67.3	67.3	0.0	0.0
3-09'23 hwp	884	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	885	False	37.3	37.3	37.3	0.0	0.0
3-09'23 hwp	886	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	887	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	888	False	66.6	66.6	66.6	0.0	0.0
3-09'23 hwp	889	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	890	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	891	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	892	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	893	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	894	False	21.8	21.8	21.8	0.0	0.0
